account length;location code;user id;credit card info save;push status;add to wishlist;desktop sessions;app sessions;desktop transactions;total product detail views;session duration;promotion clicks;avg order value;sale product views;discount rate per visited products;product detail view per app session;app transactions;add to cart per session;customer service calls;churn
135;415;3517807;no;no;0;173;29;19;107;222;84;64,2;94;2,89;13,7;6;3,7;1;0
134;415;3429394;no;yes;38;214;36;18;93;212;57;165;79;7,43;10;8;2,7;1;0
45;415;3846264;no;no;0;96;16;21;103;247;134;229,7;92;10,34;9,7;4;2,62;1;0
129;408;3524534;no;no;0;101;17;21;145;249;116;157,6;107;7,09;7,1;6;1,92;1;0
142;415;3784617;no;no;0;233;40;15;74;182;142;203,1;86;9,14;10,4;6;2,81;4;0
130;415;3649567;no;yes;45;175;30;18;120;218;95;220,3;67;9,91;12,2;2;3,29;1;0
163;408;3715875;no;yes;23;224;38;20;126;234;89;293,9;104;13,23;8,8;4;2,38;1;0
105;415;3836489;no;no;0;211;36;15;99;177;66;221,5;96;9,97;14,7;7;3,97;4;0
119;415;3457117;no;no;0;109;19;13;96;153;80;240;102;10,8;9,8;5;2,65;2;0
78;408;3843902;no;no;0;220;37;15;95;180;121;188,2;109;8,47;11,5;5;3,11;0;0
92;415;3862759;no;no;0;181;31;14;98;165;98;171;110;7,69;10,9;4;2,94;2;0
146;415;3561270;no;yes;11;181;31;15;82;174;90;231,5;89;10,42;10,1;4;2,73;2;0
125;408;3791336;no;yes;32;97;16;12;109;146;109;174,4;82;7,85;9,4;2;2,54;1;0
88;415;3547201;no;no;0;184;31;14;93;171;80;193,8;88;8,72;8,3;5;2,24;3;0
83;408;4045057;no;yes;38;108;18;12;90;140;94;253,6;79;11,41;10,5;2;2,84;0;0
3;510;4078012;yes;no;0;161;27;21;96;245;82;180,8;103;8,14;7,7;6;2,08;1;0
152;510;3326139;yes;yes;41;147;25;24;128;286;96;213,6;80;9,61;4,3;2;1,16;1;1
48;510;3281373;no;no;0;149;25;14;146;162;109;197,9;109;8,91;8,3;2;2,24;3;0
189;415;4116501;no;no;0;228;39;14;124;170;112;201,1;91;9,05;5,6;4;1,51;3;0
95;415;3298056;no;yes;23;160;27;17;87;202;101;191,1;122;8,6;7,4;3;2;0;0
129;415;4154564;no;no;0;138;23;19;120;226;110;145,2;95;6,53;10,2;6;2,75;1;1
66;408;3296192;no;yes;40;142;24;23;87;268;89;241,3;68;10,86;8,5;7;2,3;0;0
80;510;3843904;no;yes;22;196;33;13;115;150;109;176,2;75;7,93;9,3;1;2,51;0;0
1;408;3731028;no;no;0;175;30;13;74;152;79;230,5;109;10,37;5,3;3;1,43;1;0
84;408;3691220;no;no;0;147;25;15;133;172;73;234,5;69;10,55;9,9;3;2,67;1;0
96;415;3599369;no;no;0;174;30;24;111;287;105;204,8;91;9,22;9,1;7;2,46;1;0
123;415;4153016;no;yes;34;305;52;13;80;157;109;280;81;12,6;13,2;7;3,56;1;0
116;510;4147090;yes;yes;29;162;28;24;91;279;79;192,7;131;8,67;11,7;2;3,16;3;1
105;415;3502250;yes;no;0;150;26;25;106;294;123;250,7;65;11,28;10,3;7;2,78;3;0
80;415;3839355;no;no;0;198;34;18;114;207;119;163,6;109;7,36;11,3;4;3,05;1;0
157;408;4173257;no;no;0;240;41;13;67;153;98;249;72;11,21;10,2;6;2,75;2;0
67;510;3368010;no;yes;30;186;32;24;117;287;76;164,3;113;7,39;12,9;3;3,48;2;0
141;415;3547718;no;yes;39;117;20;24;127;277;88;289,9;125;13,05;12,3;2;3,32;0;0
79;415;3584412;no;yes;17;237;40;22;95;264;56;259,6;107;11,68;12;4;3,24;1;0
76;408;3688972;no;no;0;173;29;11;93;131;80;170,9;104;7,69;5,4;3;1,46;0;0
111;510;4079841;no;no;0;152;26;12;114;137;102;185,9;97;8,37;9,8;3;2,65;0;0
94;415;3935208;no;no;0;181;31;16;135;182;108;180,6;103;8,13;6,7;2;1,81;0;0
143;408;3322889;no;no;0;168;29;18;72;211;99;153,5;109;6,91;10,5;6;2,84;4;1
109;510;3745530;no;no;0;175;30;21;125;251;87;289,3;74;13,02;9,8;9;2,65;1;0
138;415;3323381;no;no;0;88;15;23;112;267;107;214,6;104;9,66;9,8;10;2,65;2;0
73;415;3449347;no;no;0;203;35;12;45;142;87;200,7;71;9,03;8,5;6;2,3;0;0
21;415;4121991;no;no;0;93;16;14;95;162;70;285;78;12,83;11,3;3;3,05;5;1
148;415;3934528;no;yes;21;263;45;13;135;150;96;140,5;109;6,32;8,1;4;2,19;1;0
103;408;3472378;no;no;0;161;27;13;91;156;82;254,3;103;11,44;8,5;3;2,3;1;0
143;408;3852699;no;yes;22;142;24;14;116;167;99;178,1;130;8,01;7,8;3;2,11;1;0
79;408;3834319;no;yes;32;51;9;17;62;201;87;146,8;121;6,61;4,2;4;1,13;2;0
89;415;3527915;no;no;0;135;23;13;59;156;152;197,5;112;8,89;10,2;5;2,75;1;0
120;415;3755547;no;no;0;252;43;19;110;226;103;155,6;83;7;13,8;3;3,73;1;0
121;415;3372348;no;yes;41;216;37;21;95;242;92;147;108;6,61;9,6;3;2,59;1;0
101;415;3428702;no;no;0;125;21;22;66;257;85;193,2;115;8,69;13,4;4;3,62;0;0
115;408;3935802;no;no;0;179;30;23;114;271;96;245,9;94;11,07;16,4;5;4,43;2;0
168;415;3842219;no;no;0;183;31;15;131;179;73;292,8;100;13,18;9,9;5;2,67;2;0
90;415;3476164;no;no;0;168;28;12;96;139;104;138,4;87;6,23;13;1;3,51;1;0
70;510;3769940;no;no;0;147;25;17;105;200;135;234,9;65;10,57;12,5;9;3,38;3;0
138;415;3544352;no;no;0;230;39;18;107;212;120;174,9;119;7,87;13,2;4;3,56;1;0
43;408;3318713;no;no;0;136;23;14;125;163;88;229,8;106;10,34;12,6;3;3,4;0;0
117;510;3413663;no;yes;20;206;35;12;98;136;107;159,4;147;7,17;8,7;3;2,35;2;0
108;408;3764665;no;no;0;74;13;12;105;143;114;170,2;98;7,66;10,9;3;2,94;2;0
118;408;4219034;no;no;0;189;32;20;119;234;112;270,9;104;12,19;10;1;2,7;2;0
169;408;4015169;no;no;0;147;25;14;115;162;123;142,1;103;6,39;7,2;6;1,94;3;0
62;408;3708262;no;yes;42;137;23;16;95;184;94;231,4;70;10,41;10,2;3;2,75;0;0
86;510;3872041;no;no;0;71;12;18;125;211;113;174,6;107;7,86;0;0;0;2;0
44;408;3564146;no;no;0;205;35;17;117;205;94;164,6;84;7,41;10,7;5;2,89;0;0
111;510;3728883;no;no;0;123;21;18;88;214;84;184,9;88;8,32;12;2;3,24;5;1
127;510;3361880;no;yes;19;130;22;14;115;161;101;265;63;11,93;12,2;3;3,29;2;0
151;415;3475843;yes;no;0;199;34;18;70;210;106;281,9;126;12,69;12,4;4;3,35;0;0
53;415;3708023;no;no;0;145;25;20;116;234;82;208,7;95;9,39;7,9;5;2,13;2;0
15;415;4179814;no;no;0;135;23;13;101;153;79;224,8;83;10,12;8,4;5;2,27;2;0
123;408;3873422;no;yes;28;125;21;21;105;250;78;216,4;128;9,74;7,8;8;2,11;1;0
137;415;3651664;no;no;0;216;37;12;76;145;118;186,9;129;8,41;12,1;4;3,27;1;0
106;415;3672436;no;no;0;119;20;19;142;228;139;197,9;61;8,91;8,4;9;2,27;2;0
88;510;3446258;no;no;0;144;25;13;116;156;74;214,7;90;9,66;7,8;10;2,11;3;0
106;415;3538928;no;no;0;235;40;19;121;221;87;236,3;91;10,63;11,8;4;3,19;1;0
95;510;3657784;no;no;0;174;30;24;57;281;118;197,2;94;8,87;9,7;2;2,62;0;0
57;510;3302635;yes;no;0;115;20;10;65;122;96;245;75;11,03;6,4;1;1,73;0;1
184;408;3443131;no;no;0;152;26;15;93;179;77;229,1;111;10,31;13,1;8;3,54;2;0
109;510;3784294;no;no;0;153;26;20;102;234;77;329,2;74;14,81;9,9;9;2,67;3;0
127;415;3439365;no;no;0;219;37;13;93;150;130;204,6;131;9,21;9,2;5;2,48;2;0
82;510;3625579;no;no;0;265;45;15;122;179;102;174,7;90;7,86;10,7;9;2,89;2;0
180;415;3667616;no;no;0;143;24;15;134;181;113;184,2;87;8,29;10,1;4;2,73;1;0
174;415;3972870;no;no;0;190;32;21;98;253;70;220,6;97;9,93;7,2;9;1,94;2;0
92;415;4083262;no;no;0;185;31;22;60;262;73;239,5;120;10,78;12,3;6;3,32;2;1
81;408;3729091;no;no;0;115;20;19;99;225;117;152,5;98;6,86;18;2;4,86;1;0
125;408;4103159;no;no;0;113;19;14;108;169;107;156,6;61;7,05;9,2;5;2,48;2;1
119;408;3445181;no;no;0;294;50;20;100;233;53;195;64;8,78;9;1;2,43;0;1
122;415;3968662;no;no;0;216;37;14;86;168;59;207;67;9,32;6,4;8;1,73;3;0
34;408;3396446;no;no;0;129;22;18;80;209;93;202,1;103;9,09;14;7;3,78;1;0
138;415;3847236;yes;yes;28;211;36;27;117;313;98;178;118;8,01;10,7;2;2,89;3;1
90;415;3535257;no;yes;24;71;12;15;82;182;103;186,9;111;8,41;12,9;1;3,48;1;0
73;408;3697295;no;no;0;95;16;22;121;253;83;175,1;86;7,88;14,2;2;3,83;2;0
19;510;4085322;no;no;0;259;44;23;116;270;109;175,3;130;7,89;9,5;3;2,57;1;1
120;408;3449620;no;yes;28;216;37;24;123;285;76;192,1;78;8,64;6,9;3;1,86;1;0
160;415;3298436;no;no;0;98;17;23;113;268;69;255,3;62;11,49;13,2;4;3,56;3;0
141;510;4146739;no;no;0;147;25;14;121;170;125;238,8;112;10,75;8,2;5;2,21;0;0
90;408;4061730;no;no;0;158;27;20;72;234;93;210;86;9,45;12,2;5;3,29;2;0
72;415;3369327;no;no;0;140;24;19;117;224;96;240,8;93;10,84;12,7;4;3,43;2;0
117;408;3787418;no;yes;21;153;26;22;112;263;110;135;85;6,08;11,9;7;3,21;1;0
79;408;4126019;yes;no;0;104;18;27;134;319;111;239,9;124;10,8;8,4;4;2,27;2;0
87;408;3904789;no;no;0;186;32;16;119;192;83;200;96;9;6,6;4;1,78;1;0
102;415;3869774;no;no;0;130;22;30;56;354;118;145,5;93;6,55;10,9;3;2,94;1;0
49;408;3538970;no;no;0;237;40;19;91;221;146;146,8;114;6,61;8,9;2;2,4;1;0
67;408;4105370;no;no;0;260;44;18;107;208;104;207,9;115;9,36;10;2;2,7;6;0
107;415;4044421;no;no;0;167;28;14;100;164;79;185,9;100;8,37;6,7;5;1,81;2;0
190;408;4093353;no;no;0;182;31;18;101;212;95;233;123;10,49;9,3;4;2,51;2;0
118;510;4222571;no;no;0;113;19;13;80;150;87;204,3;115;9,19;10,8;4;2,92;2;0
120;415;4123404;no;no;0;186;32;20;133;235;149;256,4;78;11,54;16,9;6;4,56;0;0
94;408;3332964;no;no;0;136;23;14;114;165;118;137,9;71;6,21;9,6;5;2,59;0;0
115;510;4066669;no;yes;29;223;38;16;81;190;109;201,2;87;9,05;11,5;2;3,11;1;0
61;415;4098802;no;no;0;197;34;22;67;265;106;210,5;116;9,47;9;6;2,43;1;0
143;510;3546183;no;yes;33;141;24;16;130;186;114;210;111;9,45;7,7;6;2,08;1;0
110;510;3542434;no;no;0;208;35;8;69;95;94;178,5;129;8,03;8;11;2,16;1;0
104;415;3897620;no;no;0;119;20;15;92;178;109;255,7;98;11,51;12,1;4;3,27;1;0
16;510;3381724;no;no;0;153;26;20;65;230;90;148,2;94;6,67;10,7;8;2,89;1;0
183;510;3991750;no;no;0;108;18;16;87;184;116;176,6;109;7,95;13,5;2;3,65;0;0
147;408;3548914;no;no;0;169;29;16;92;188;107;216,5;95;9,74;14,4;8;3,89;2;0
58;415;4092983;no;no;0;247;42;26;116;304;103;105,4;94;4,74;9,3;2;2,51;2;1
102;510;3299689;yes;no;0;224;38;21;81;243;90;147,8;66;6,65;12;8;3,24;3;0
123;415;3378950;no;no;0;167;28;19;98;222;77;243,9;114;10,98;12,8;4;3,46;3;0
64;415;3741836;no;yes;43;118;20;12;100;144;108;158,1;91;7,11;8,5;6;2,3;1;0
103;510;3599454;no;no;0;191;32;19;62;227;53;230,1;96;10,35;7,8;3;2,11;2;0
152;415;3789542;no;no;0;318;54;13;60;153;100;123,4;63;5,55;10,4;7;2,81;1;1
124;415;3441970;no;no;0;312;53;15;112;180;109;168,6;94;7,59;12,8;4;3,46;1;1
97;415;4172774;no;no;0;146;25;17;121;203;141;151,8;120;6,83;13,3;2;3,59;1;0
131;415;3339002;no;no;0;132;22;15;95;179;109;251,2;129;11,3;15,5;3;4,19;1;1
57;415;3698576;no;yes;33;193;33;20;105;232;79;226,2;90;10,18;11,1;11;3;2;0
157;510;3726920;no;no;0;185;31;18;92;213;85;196,1;85;8,82;8,5;5;2,3;2;0
194;510;3336575;no;no;0;193;33;14;106;169;150;225,2;122;10,13;11,8;4;3,19;0;0
66;415;4101190;no;no;0;146;25;17;107;197;99;230,1;106;10,35;7,8;2;2,11;1;0
155;510;3761641;no;no;0;71;12;26;90;304;119;183,3;103;8,25;8,6;4;2,32;0;0
123;415;3296731;no;no;0;123;21;16;104;190;117;170,3;95;7,66;12,9;5;3,48;4;1
116;510;3933976;no;no;0;205;35;12;90;141;114;272,6;96;12,27;7,5;4;2,03;2;0
63;415;3887355;no;no;0;129;22;20;78;241;133;237,7;121;10,7;12,8;6;3,46;1;0
64;510;4127791;no;no;0;217;37;18;78;211;115;179,8;116;8,09;11,4;5;3,08;3;0
96;510;3686111;no;no;0;150;26;19;122;219;116;212,4;89;9,56;9,8;1;2,65;3;0
53;415;4019420;no;no;0;164;28;18;106;206;56;194,7;124;8,76;11,4;2;3,08;1;0
105;510;3525750;no;no;0;212;36;19;113;227;128;193,6;114;8,71;8,9;7;2,4;3;0
53;510;4173702;no;yes;37;167;28;17;99;195;99;236,7;112;10,65;12;9;3,24;2;0
101;415;3535714;no;no;0;154;26;18;130;217;101;185,4;52;8,34;13,9;4;3,75;1;0
129;510;4099494;no;yes;30;177;30;18;95;212;102;240,2;108;10,81;9,3;7;2,51;3;0
122;408;3951901;no;no;0;231;39;23;141;268;136;240,3;100;10,81;8,8;5;2,38;1;1
163;415;3788342;no;no;0;203;34;15;100;179;46;203,8;116;9,17;12,8;3;3,46;5;0
93;408;4176044;no;no;0;150;25;17;120;201;85;181,2;107;8,15;14,3;9;3,86;0;0
115;510;3481163;yes;no;0;345;59;17;81;203;106;217,5;107;9,79;11,8;8;3,19;1;1
25;408;3374600;no;no;0;265;45;24;80;281;66;166,1;80;7,47;8,4;4;2,27;1;1
73;408;3555922;no;no;0;122;21;12;92;138;114;224,2;128;10,09;5,8;5;1,57;1;0
120;415;3695810;no;no;0;177;30;23;88;270;99;231,5;90;10,42;14;2;3,78;2;0
196;415;3408291;no;no;0;133;23;18;80;207;120;221,6;96;9,97;10,3;8;2,78;1;0
97;510;3547397;no;no;0;225;38;24;90;280;127;233,8;103;10,52;8,8;4;2,38;0;1
148;408;4077464;no;no;0;208;35;15;120;174;99;310,7;105;13,98;11,2;4;3,02;1;0
85;408;3866411;no;yes;30;173;29;21;107;247;101;158,7;104;7,14;11,5;5;3,11;1;0
86;510;3973746;yes;no;0;162;28;14;131;167;102;128,9;118;5,8;11,4;2;3,08;2;1
78;415;4105236;no;yes;13;281;48;15;93;178;101;244,2;129;10,99;6,4;5;1,73;2;0
106;415;4092412;no;no;0;208;35;14;89;169;67;102;90;4,59;15,9;4;4,29;3;0
147;415;4007280;no;yes;38;243;41;23;126;274;109;282,9;91;12,73;14,1;8;3,81;2;0
145;415;3325820;no;no;0;224;38;27;89;315;121;182,9;121;8,23;16,1;3;4,35;1;1
91;415;3734483;no;no;0;189;32;20;100;239;107;89,7;89;4,04;9,9;3;2,67;3;0
81;408;3476717;no;yes;46;168;29;23;124;271;103;222,5;98;10,01;6,7;2;1,81;4;0
116;415;3802929;no;yes;24;233;40;13;90;152;94;344,3;82;15,49;10,7;6;2,89;1;0
69;415;4207692;no;yes;37;155;26;12;98;142;105;143,7;117;6,47;5,9;4;1,59;1;0
135;510;3806437;no;no;0;154;26;17;130;204;90;158,7;59;7,14;11,8;3;3,19;0;0
73;510;3778309;no;no;0;235;40;17;102;196;110;253,4;71;11,4;8,4;8;2,27;2;0
48;415;4072718;no;no;0;240;41;12;88;141;117;128,9;137;5,8;7,1;9;1,92;1;0
125;415;3571938;yes;no;0;298;51;23;78;271;142;107,3;84;4,83;12,2;2;3,29;0;1
100;415;3813735;no;no;0;166;28;20;102;236;97;134,3;93;6,04;10,9;4;2,94;1;0
165;415;4098453;no;yes;33;112;19;18;140;213;111;267,6;115;12,04;16;3;4,32;0;0
64;415;3956758;no;no;0;175;30;15;98;180;103;179;89;8,06;10,7;2;2,89;2;0
116;510;3995424;yes;yes;27;176;30;18;137;211;60;294,8;121;13,27;6,9;5;1,86;1;0
147;408;4094671;yes;yes;35;158;27;16;109;190;67;227;76;10,22;11,1;2;3;3;1
115;415;3746525;no;no;0;206;35;15;113;176;102;297,1;119;13,37;11;7;2,97;1;0
84;415;4068665;no;yes;35;208;35;17;138;201;116;164,5;107;7,4;7,5;16;2,03;4;0
86;510;3427716;no;yes;16;145;25;18;105;206;111;255,4;117;11,49;11,6;2;3,13;4;0
134;415;4172221;no;no;0;259;44;11;85;130;114;193,6;106;8,71;10,9;7;2,94;2;0
105;415;3765213;no;no;0;227;39;15;106;182;77;203,9;107;9,18;11,6;2;3,13;0;1
88;408;3487448;no;no;0;153;26;15;119;171;107;257;106;11,57;12;5;3,24;2;0
90;408;3288179;no;yes;27;157;27;20;51;237;118;123,2;111;5,54;12,6;6;3,4;2;0
86;408;3894602;no;no;0;151;26;25;85;296;88;247,2;104;11,12;12,5;1;3,38;1;0
37;415;4132238;no;no;0;221;38;17;126;205;110;118;98;5,31;6,8;3;1,84;4;0
141;415;4023370;no;yes;32;322;55;24;92;283;107;209,5;111;9,43;6,7;3;1,81;1;1
148;408;3486008;no;no;0;154;26;22;148;262;87;225,5;99;10,15;9,8;3;2,65;2;0
163;408;3715655;no;yes;22;215;37;12;91;139;102;146,2;109;6,58;12,4;2;3,35;2;0
89;415;3745224;no;yes;35;174;30;17;108;197;100;127,4;74;5,73;11,8;3;3,19;1;0
63;415;3711187;no;no;0;181;31;20;126;230;98;232,5;73;10,46;10,6;3;2,86;0;0
102;415;3371100;no;no;0;123;21;15;106;182;102;244,6;75;11,01;12,6;7;3,4;2;0
76;510;4218141;no;no;0;166;28;22;94;257;80;170,8;114;7,69;10;4;2,7;1;0
104;408;4062678;no;no;0;200;34;10;92;119;87;236,6;65;10,65;6;6;1,62;2;0
109;510;4159649;no;no;0;155;26;24;82;288;109;208,4;80;9,38;5,9;9;1,59;3;0
105;510;3648128;no;no;0;125;21;22;116;262;95;241,6;104;10,87;11,4;9;3,08;2;0
63;415;3567817;no;yes;33;184;31;27;111;313;89;264;55;11,88;12,2;4;3,29;1;0
105;415;4046357;no;yes;24;275;47;16;99;194;118;299,6;109;13,48;10,8;3;2,92;3;0
68;415;3982138;yes;yes;39;142;24;21;140;242;89;302;72;13,59;11,3;5;3,05;1;0
63;408;3788029;yes;yes;21;152;26;13;99;148;89;210,4;114;9,47;10;4;2,7;1;0
74;415;3864215;no;no;0;125;21;11;114;133;121;160,3;85;7,21;10,6;7;2,86;3;0
76;415;3678156;no;no;0;179;30;19;85;223;66;188,2;113;8,47;12,4;2;3,35;0;0
91;408;3828079;yes;no;0;246;42;15;110;182;98;157,6;106;7,09;12,1;2;3,27;2;1
101;415;3542985;no;no;0;233;40;16;114;186;123;153,3;122;6,9;11,5;6;3,11;5;0
116;408;3736922;no;no;0;288;49;22;120;256;90;233,4;99;10,5;13,4;4;3,62;0;1
131;415;3977125;no;yes;23;171;29;20;145;237;93;294,5;100;13,25;12,7;1;3,43;1;0
84;415;3336296;no;no;0;216;37;17;114;198;107;217,8;104;9,8;9,8;3;2,65;1;0
104;415;3656022;no;no;0;139;24;18;100;215;58;164,3;98;7,39;4,9;4;1,32;2;0
108;510;3651688;no;no;0;211;36;20;112;239;73;253,6;90;11,41;9,2;5;2,48;3;0
111;415;3824872;no;no;0;182;31;13;117;158;91;266,2;123;11,98;9,7;9;2,62;0;0
155;408;3676136;no;yes;30;62;10;22;103;255;110;225,9;96;10,17;12,4;5;3,35;1;0
66;510;4043592;no;no;0;208;35;17;85;197;112;261,7;83;11,78;6,8;3;1,84;1;0
64;510;4152949;no;no;0;219;37;14;73;167;65;161,4;119;7,26;10;5;2,7;1;0
69;415;3758880;no;no;0;227;39;22;122;259;111;169,7;87;7,64;8,9;1;2,4;2;0
116;415;3356832;no;no;0;246;42;20;73;240;87;158,7;89;7,14;8,9;5;2,4;3;0
101;415;3618367;no;no;0;257;44;16;84;185;115;108,9;109;4,9;13,5;7;3,65;0;0
15;415;4082002;no;no;0;121;21;18;130;216;86;235,1;33;10,58;16,1;5;4,35;2;0
88;415;3478659;no;no;0;302;51;22;136;258;72;132,9;118;5,98;13,4;2;3,62;4;1
197;415;3762922;no;no;0;234;40;19;96;219;111;182,9;109;8,23;9,5;3;2,57;0;0
50;415;3822182;yes;no;0;100;17;26;108;309;102;161,2;62;7,25;13,7;6;3,7;2;1
172;510;4082089;no;no;0;170;29;16;123;183;94;395;72;17,77;12,7;7;3,43;2;0
188;415;3696890;yes;yes;26;199;34;14;115;167;67;198,5;118;8,93;14,4;3;3,89;1;1
85;408;3472951;yes;no;0;116;20;20;86;230;127;204,2;109;9,19;10,1;3;2,73;3;0
103;510;4206324;yes;no;0;256;44;12;128;141;92;308,9;130;13,9;12,1;2;3,27;1;1
136;408;4027650;no;yes;27;188;32;19;84;221;147;145,7;110;6,56;10;4;2,7;3;0
155;408;3912702;no;yes;21;196;33;18;91;214;84;88,2;111;3,97;8,6;4;2,32;0;0
145;415;3833375;no;no;0;129;22;16;97;185;101;204,7;106;9,21;1,1;2;0,3;2;0
116;510;3922733;no;yes;12;221;38;13;108;151;118;179;80;8,06;9;6;2,43;2;0
152;408;3979933;no;no;0;141;24;16;92;187;96;227;89;10,22;9,5;5;2,57;2;0
65;415;3839306;yes;no;0;278;47;13;123;156;112;256,9;71;11,56;9,2;10;2,48;0;1
180;415;3691929;no;no;0;225;38;21;105;250;101;216,1;73;9,72;6,7;5;1,81;3;1
67;415;3694377;no;no;0;109;19;18;117;217;124;188,4;141;8,48;12,8;6;3,46;0;0
60;415;3669430;no;no;0;208;35;11;109;124;112;291,6;115;13,12;5,7;9;1,54;0;0
138;510;3537407;no;no;0;206;35;22;96;257;94;209;63;9,4;12,1;8;3,27;0;0
44;415;3597426;no;no;0;309;52;13;139;151;94;198,7;66;8,94;7,3;3;1,97;4;1
25;510;3327391;no;no;0;243;41;18;69;209;117;219,7;82;9,89;14,4;6;3,89;2;0
145;408;4056559;no;no;0;230;39;12;82;138;103;250,8;109;11,29;3,3;3;0,89;1;0
122;510;3388784;no;yes;28;166;28;20;62;234;88;170,1;84;7,65;7,7;3;2,08;2;0
121;415;4156347;no;no;0;145;25;17;126;201;82;208,8;81;9,4;13,3;9;3,59;0;1
55;510;3545058;yes;no;0;106;18;11;77;124;100;96,4;92;4,34;12,9;3;3,48;0;0
77;415;3425701;no;no;0;222;38;14;84;166;125;210,2;72;9,46;13,2;4;3,56;1;0
12;415;3784179;no;no;0;205;35;18;98;213;90;182,1;95;8,19;9,8;7;2,65;2;0
64;510;4076391;no;no;0;214;36;14;93;167;114;122;78;5,49;14,1;3;3,81;3;0
92;415;4043105;no;yes;44;152;26;23;95;275;73;162,4;121;7,31;10;1;2,7;2;0
125;415;3909735;yes;yes;29;261;44;14;81;164;112;271,7;117;12,23;17;6;4,59;1;1
160;408;3504820;no;no;0;166;28;27;117;317;129;160,4;121;7,22;10;2;2,7;1;0
79;415;3838807;no;no;0;178;30;14;83;167;84;223,7;142;10,07;15,2;8;4,1;0;0
36;415;3668382;no;no;0;235;40;17;97;197;104;259,7;110;11,69;7;7;1,89;3;0
102;415;4029704;no;no;0;187;32;15;92;174;123;250,9;131;11,29;9,7;4;2,62;2;0
138;408;4052209;yes;no;0;268;46;15;81;174;115;193,5;96;8,71;11,6;4;3,13;1;0
164;510;3973939;no;no;0;192;33;21;95;250;94;132,6;100;5,97;7,3;3;1,97;3;0
125;415;3432689;no;no;0;241;41;23;82;269;85;187,1;74;8,42;10,1;3;2,73;0;1
72;408;3839448;no;no;0;180;31;13;113;150;112;168,2;79;7,57;9,8;7;2,65;2;0
74;415;3596232;no;no;0;314;53;19;86;222;99;259;121;11,66;12,3;5;3,32;3;1
134;415;3699772;no;yes;41;162;28;28;82;325;77;160,1;112;7,2;11,9;5;3,21;0;0
145;415;3817003;no;no;0;176;30;23;89;274;119;226,6;69;10,2;12,4;4;3,35;1;0
136;510;3526732;no;no;0;109;19;18;91;208;111;135;107;6,08;11,6;5;3,13;0;0
209;510;3887540;no;no;0;255;43;20;124;231;110;218;69;9,81;8,5;5;2,3;3;1
66;415;3563333;yes;no;0;209;35;15;84;173;88;264,7;107;11,91;8,3;3;2,24;3;0
152;510;3339664;no;yes;20;215;36;8;108;97;82;170,7;145;7,68;7,9;5;2,13;1;0
162;408;3633763;no;no;0;49;8;12;121;144;136;203;97;9,14;12,1;13;3,27;1;0
72;510;3457900;no;no;0;141;24;11;133;135;96;227,5;97;10,24;11,2;3;3,02;2;0
101;415;4005511;no;no;0;253;43;20;89;238;114;154,3;85;6,94;9,7;7;2,62;4;0
125;415;3817597;no;no;0;206;35;17;128;198;71;135,9;116;6,12;13,2;3;3,56;0;0
46;408;4049775;no;no;0;40;7;15;105;172;83;145,1;89;6,53;9;2;2,43;2;0
132;408;3894608;no;no;0;291;50;20;104;234;132;191,7;87;8,63;8,9;3;2,4;1;1
193;415;4031742;no;yes;31;71;12;11;58;125;105;155,5;108;7;11,7;3;3,16;0;0
63;510;3289797;no;no;0;262;45;21;69;245;135;202,1;94;9,09;14,7;4;3,97;0;1
124;510;3599223;no;no;0;191;33;22;134;262;113;182,3;111;8,2;10;3;2,7;1;0
144;415;3367696;no;no;0;133;23;22;101;256;127;228,6;68;10,29;11,6;2;3,13;0;0
116;408;3692214;no;yes;24;184;31;17;138;204;90;166,9;89;7,51;6;3;1,62;2;0
189;415;4111325;no;yes;30;155;26;17;116;196;50;170,1;108;7,65;15,4;6;4,16;1;0
97;408;4107553;no;yes;28;283;48;16;93;185;98;312,8;78;14,08;6,1;8;1,65;1;0
137;510;3764284;no;yes;50;187;32;15;94;178;106;215,6;100;9,7;12,1;4;3,27;2;0
142;415;3342800;no;yes;38;163;28;12;104;136;114;249,1;127;11,21;4,3;6;1,16;0;0
84;510;3691904;no;no;0;203;35;16;125;183;88;213,7;121;9,62;13,8;2;3,73;1;0
119;415;3593833;no;yes;19;178;30;18;110;213;100;226,3;123;10,18;10;6;2,7;1;0
158;415;3485569;no;no;0;196;33;8;103;89;95;302,2;82;13,6;10,3;3;2,78;1;0
50;415;3421960;no;no;0;295;50;11;127;127;100;166,8;105;7,51;9,6;6;2,59;1;0
98;408;3529050;no;no;0;136;23;13;82;156;118;158,8;83;7,15;10,1;5;2,73;2;0
101;415;3905316;no;yes;24;114;19;14;95;162;86;176,3;90;7,93;13;9;3,51;2;0
182;415;4188568;no;no;0;279;47;15;124;181;108;217,5;104;9,79;9,5;11;2,57;2;1
51;408;4014844;no;no;0;169;29;12;111;140;69;197;87;8,87;12;3;3,24;0;0
117;510;3765471;no;no;0;214;36;12;94;138;149;148,7;102;6,69;9,9;1;2,67;2;0
92;415;4092917;yes;no;0;256;43;12;125;143;111;181,2;101;8,15;11,7;3;3,16;0;0
86;408;3696308;no;no;0;148;25;24;71;285;91;166,4;155;7,49;6,2;3;1,67;2;0
122;415;3577385;no;no;0;119;20;19;93;224;103;211,9;122;9,54;8,7;4;2,35;2;0
